title,link,no,district,area,price,amount,layout,three 
百步亭中国MALL,https://jn.ke.com/xiaoqu/456943980400040/,456943980400040,市中,二环南路,18888,76,2室1厅:91.04,False
济南世茂天城,https://jn.ke.com/xiaoqu/456944473493418/,456944473493418,天桥,堤口路,19356,87,3室2厅:121,True
黄金99景城,https://jn.ke.com/xiaoqu/4511058209083/,4511058209083,历下,燕山,25502,62,2室2厅:97,False
世茂原山首府,https://jn.ke.com/xiaoqu/456966866357895/,456966866357895,市中,白马山,15505,94,3室2厅:121.89,True
三箭如意苑,https://jn.ke.com/xiaoqu/457421859737978/,457421859737978,市中,建设路,19891,123,2室1厅:98,False
雅居园小区,https://jn.ke.com/xiaoqu/457489189064403/,457489189064403,高新,齐鲁软件园,21386,78,2室2厅:102.4,False
上海花园,https://jn.ke.com/xiaoqu/4511058364464/,4511058364464,历城,祝甸,17112,88,1室2厅:73.36,False
凤凰国际南区,https://jn.ke.com/xiaoqu/4513628250009462/,4513628250009462,历城,经十东路,18590,117,2室2厅:101.9,False
新生活家园南区,https://jn.ke.com/xiaoqu/457460870435238/,457460870435238,高新,国际会展中心,16606,68,3室2厅:131,True
中创开元山庄,https://jn.ke.com/xiaoqu/4511057962316/,4511057962316,历下,环山,21781,60,3室2厅:136.51,True
宏瑞国际星城,https://jn.ke.com/xiaoqu/4511059994650/,4511059994650,市中,白马山,13775,133,2室2厅:79.95,False
淮海东城御景,https://jn.ke.com/xiaoqu/456943980400039/,456943980400039,历下,盛福,16935,42,2室1厅:85.9,False
绿地新里香榭丽公馆,https://jn.ke.com/xiaoqu/456946150952954/,456946150952954,槐荫,西客站,13425,100,3室2厅:117.34,True
鲁邦奥林逸城,https://jn.ke.com/xiaoqu/456946348347101/,456946348347101,历城,汉峪,18827,64,2室2厅:94,False
保利花园,https://jn.ke.com/xiaoqu/4511058953076/,4511058953076,历城,建筑大学,14767,81,2室1厅:93.48,False
诚基中心,https://jn.ke.com/xiaoqu/4511057891100/,4511057891100,历下,历东,25993,192,2室1厅:39.24,False
金色阳光花园,https://jn.ke.com/xiaoqu/4511058388647/,4511058388647,天桥,堤口路,14866,67,3室2厅:141.09,True
title,link,no,district,area,price,amount,layout,three
中新锦绣天地,https://jn.ke.com/xiaoqu/4514549737026275/,4514549737026275,历城,济钢,13580,11,3室2厅:107.26,True
绿地隆悦公馆,https://jn.ke.com/xiaoqu/456944473493080/,456944473493080,历城,化纤厂路,22043,21,2室2厅:89.31,False
绿地中央广场一区,https://jn.ke.com/xiaoqu/457575285281423/,457575285281423,槐荫,西客站,13085,40,2室1厅:91.02,False
伟东新都一区,https://jn.ke.com/xiaoqu/4511060525207/,4511060525207,市中,伟东,19526,59,4室2厅:167.95,False
羊头峪西沟,https://jn.ke.com/xiaoqu/457444791571348/,457444791571348,历下,文化东路,22633,51,2室1厅:67.46,False
发祥巷小区,https://jn.ke.com/xiaoqu/4511060281854/,4511060281854,市中,火车站,16706,90,2室1厅:87.89,False
东岸嘉园,https://jn.ke.com/xiaoqu/4511058961321/,4511058961321,历城,经十东路,11751,124,3室1厅:145.57,True
鲁能领秀城东三区,https://jn.ke.com/xiaoqu/4517087610236490/,4517087610236490,市中,领秀城,25810,11,3室2厅:136.78,True
银丰山庄,https://jn.ke.com/xiaoqu/457743250902111/,457743250902111,市中,阳光舜城,26022,42,3室2厅:160.58,True
荣盛锦绣澜湾,https://jn.ke.com/xiaoqu/456966346264623/,456966346264623,历城,全福区,19029,44,2室2厅:74.54,False
恒生伴山,https://jn.ke.com/xiaoqu/4511059126221/,4511059126221,历城,建筑大学,15480,26,1室2厅:71.96,False
鲁商国奥城,https://jn.ke.com/xiaoqu/458283443440673/,458283443440673,历下,奥体中心,16474,28,1室1厅:65.98,False
中建长清湖,https://jn.ke.com/xiaoqu/457438029828928/,457438029828928,长清,长清大学城,9532,158,3室2厅:116.17,True
王官庄小区四区,https://jn.ke.com/xiaoqu/4511059966841/,4511059966841,市中,王官庄,13014,136,2室1厅:67.64,False
大明翠庭,https://jn.ke.com/xiaoqu/457510940463073/,457510940463073,天桥,大明湖站,16969,17,1室1厅:67.22,False
万象新天北一区,https://jn.ke.com/xiaoqu/4511059726203/,4511059726203,历城,王舍人,13314,47,2室2厅:92.64,False
三庆汇德公馆,https://jn.ke.com/xiaoqu/457354489516397/,457354489516397,高新,康虹路,16428,10,3室2厅:102.58,True
鲍德现代逸城,https://jn.ke.com/xiaoqu/4511058343680/,4511058343680,历下,姚家,24390,27,3室2厅:93.84,True
凯旋新城东区,https://jn.ke.com/xiaoqu/4511059935010/,4511059935010,槐荫,南辛庄,19055,60,2室2厅:98.16,False
绿地国际城牡丹明都,https://jn.ke.com/xiaoqu/4520045371801521/,4520045371801521,市中,二环南路,15157,72,3室2厅:137.88,True
万科公园里,https://jn.ke.com/xiaoqu/456944364179649/,456944364179649,槐荫,匡山区,19507,33,3室2厅:92.25,True
甸柳五区,https://jn.ke.com/xiaoqu/4511058201443/,4511058201443,历下,甸柳,26583,76,3室1厅:76.29,True
荣宝御园,https://jn.ke.com/xiaoqu/4511058394921/,4511058394921,槐荫,西客站,13037,25,3室2厅:121.49,True
万盛园小区三区,https://jn.ke.com/xiaoqu/4511059900424/,4511059900424,天桥,堤口路,14480,24,2室2厅:93.83,False
尚东1956,https://jn.ke.com/xiaoqu/456966776966898/,456966776966898,历城,建筑大学,31529,76,2室2厅:73.07,False
融基书香苑,https://jn.ke.com/xiaoqu/4511058183624/,4511058183624,历下,文化东路,30879,18,2室1厅:94.38,False
天和园小区,https://jn.ke.com/xiaoqu/4511059399391/,4511059399391,天桥,泺口,13000,101,2室2厅:90.55,False
宝华新区,https://jn.ke.com/xiaoqu/4511059882446/,4511059882446,天桥,堤口路,14864,64,2室1厅:58.59,False
保利大明湖,https://jn.ke.com/xiaoqu/4511057847756/,4511057847756,历下,大明湖站,24677,30,4室2厅:141,False
燕东山庄,https://jn.ke.com/xiaoqu/4511057954094/,4511057954094,历下,燕山,20793,38,3室1厅:101,True
title,link,no,district,area,price,amount,layout,three
舜奥华府,https://jn.ke.com/xiaoqu/456966961253908/,456966961253908,历城,汉峪,24241,29,4室2厅:191.41,False
华润仰山云栖径,https://jn.ke.com/xiaoqu/458143976018860/,458143976018860,市中,兴隆,31794,22,4室2厅:203.2,False
鲁商常春藤,https://jn.ke.com/xiaoqu/4511059924776/,4511059924776,长清,长清大学城,9363,359,1室2厅:80.36,False
绿地国际城,https://jn.ke.com/xiaoqu/456944364179533/,456944364179533,市中,二环南路,15498,34,3室2厅:122.8,True
万盛园小区四区,https://jn.ke.com/xiaoqu/4511059901841/,4511059901841,天桥,堤口路,14469,38,2室1厅:87.06,False
绿地梵尔赛公馆,https://jn.ke.com/xiaoqu/4511059412235/,4511059412235,天桥,泺口,13887,69,3室2厅:111.21,True
三箭吉祥苑,https://jn.ke.com/xiaoqu/4511058204220/,4511058204220,历下,甸柳,29119,45,车位:14,False
佛山静院,https://jn.ke.com/xiaoqu/456950931672647/,456950931672647,历下,千佛山,37916,6,4室2厅:160,False
祥泰城,https://jn.ke.com/xiaoqu/456945277750749/,456945277750749,历城,还乡店,15386,58,2室1厅:78.35,False
金阁花园,https://jn.ke.com/xiaoqu/4511059251917/,4511059251917,天桥,泺口,11467,98,3室2厅:107.62,True
齐鲁花园,https://jn.ke.com/xiaoqu/4511100814239/,4511100814239,天桥,堤口路,15136,68,3室2厅:90.61,True
历山名郡,https://jn.ke.com/xiaoqu/4511057829962/,4511057829962,历下,文化西路,39271,10,3室2厅:170,True
丰奥嘉园南区,https://jn.ke.com/xiaoqu/4511059360399/,4511059360399,高新,奥体中路,20150,22,3室1厅:140.3,True
百花小区,https://jn.ke.com/xiaoqu/4511058197020/,4511058197020,历城,七里河,15554,75,2室1厅:65.82,False
正大城市花园,https://jn.ke.com/xiaoqu/4511058352209/,4511058352209,历下,燕山,21219,27,3室2厅:169.18,True
绿地泉景园,https://jn.ke.com/xiaoqu/4511059873723/,4511059873723,槐荫,腊山,12838,98,2室2厅:88.81,False
旭辉银盛泰金域蓝山,https://jn.ke.com/xiaoqu/459958553301091/,459958553301091,历下,凤山路,18107,20,3室2厅:135,True
永大颐和园,https://jn.ke.com/xiaoqu/4511059017012/,4511059017012,历城,建筑大学,13840,53,3室2厅:135.95,True
馆驿街新区,https://jn.ke.com/xiaoqu/4511059316308/,4511059316308,天桥,馆驿街,16582,40,2室1厅:68.36,False
国华经典,https://jn.ke.com/xiaoqu/4511100902151/,4511100902151,历下,甸柳,23741,32,3室1厅:145.67,True
玉函小区南区,https://jn.ke.com/xiaoqu/4511060507530/,4511060507530,市中,玉函,14158,219,2室1厅:75.08,False
外海中央花园二期,https://jn.ke.com/xiaoqu/4511059851460/,4511059851460,槐荫,腊山,15257,51,2室2厅:80.47,False
万象新天四区,https://jn.ke.com/xiaoqu/4511059729698/,4511059729698,历城,王舍人,14809,93,3室2厅:140.87,True
新馨家园,https://jn.ke.com/xiaoqu/4511059498484/,4511059498484,历下,化纤厂路,16017,34,2室1厅:85.69,False
中铁汇苑,https://jn.ke.com/xiaoqu/4511059920722/,4511059920722,高新,奥体中路,23211,32,2室1厅:98.33,False
大华紫郡,https://jn.ke.com/xiaoqu/456946510613619/,456946510613619,历下,旅游路,35087,3,3室2厅:120,True
和润幸福城,https://jn.ke.com/xiaoqu/456966346264908/,456966346264908,历城,唐冶,19056,46,2室1厅:90.77,False
闵子骞路94号,https://jn.ke.com/xiaoqu/4511057946709/,4511057946709,历下,甸柳,26216,30,3室2厅:100.02,True
鲁能领秀城D区,https://jn.ke.com/xiaoqu/4511059638436/,4511059638436,市中,领秀城,23869,49,4室2厅:173.19,False
洪楼小区,https://jn.ke.com/xiaoqu/458237669428501/,458237669428501,历城,洪家楼,16221,64,2室1厅:67.75,False
title,link,no,district,area,price,amount,layout,three
南劵门巷,https://jn.ke.com/xiaoqu/457031965627134/,457031965627134,历下,佛山街,23919,25,1室1厅:40.39,False
建设路87号院,https://jn.ke.com/xiaoqu/457100791270832/,457100791270832,市中,建设路,14782,13,2室2厅:81.59,False
华强广场,https://jn.ke.com/xiaoqu/457467454181678/,457467454181678,历下,山大路,13931,107,1室1厅:48.5,False
王官庄九区,https://jn.ke.com/xiaoqu/457511696223910/,457511696223910,市中,白马山,13948,80,1室1厅:43.06,False
中共济南市委党校宿舍,https://jn.ke.com/xiaoqu/458626471711699/,458626471711699,历下,千佛山,27317,2,3室2厅:93.29,True
纬二路147号,https://jn.ke.com/xiaoqu/458667258171487/,458667258171487,市中,岔路街,25126,14,2室2厅:94,False
七里河路34号,https://jn.ke.com/xiaoqu/4510931192736871/,4510931192736871,历城,七里河,15313,11,2室1厅:95.15,False
环绿山庄,https://jn.ke.com/xiaoqu/4511057940457/,4511057940457,历下,燕山,19314,10,5室1厅:195.18,False
金冠花园,https://jn.ke.com/xiaoqu/4511058215513/,4511058215513,天桥,制锦市,20782,9,3室2厅:139.23,True
制锦市启盛街,https://jn.ke.com/xiaoqu/4511058216884/,4511058216884,天桥,制锦市,16154,6,2室1厅:55.76,False
七里堡北区,https://jn.ke.com/xiaoqu/4511059101506/,4511059101506,历城,祝甸,13887,49,2室1厅:68.09,False
机车新村五街,https://jn.ke.com/xiaoqu/4511060073058/,4511060073058,槐荫,段店,12528,20,2室1厅:69.63,False
历山路96号,https://jn.ke.com/xiaoqu/457104850047271/,457104850047271,历下,历东,26595,6,2室1厅:54.47,False
燕山樱园,https://jn.ke.com/xiaoqu/457575958466945/,457575958466945,历下,燕山,37015,4,5室2厅:466.1,False
伴山苑,https://jn.ke.com/xiaoqu/4513263392486220/,4513263392486220,历下,旅游路,34216,8,,False
中骏玖唐府,https://jn.ke.com/xiaoqu/4520031599012747/,4520031599012747,历城,唐冶,0,0,,False
华润城仰山,https://jn.ke.com/xiaoqu/4520032488672276/,4520032488672276,市中,兴隆,43953,3,4室2厅:336,False
文化东路38,https://jn.ke.com/xiaoqu/4511058190945/,4511058190945,历下,文化东路,26272,10,3室2厅:120.51,True
卉苑小区,https://jn.ke.com/xiaoqu/4511059952055/,4511059952055,槐荫,段店,13796,24,2室1厅:92.37,False
杆南东街,https://jn.ke.com/xiaoqu/4513264087430084/,4513264087430084,市中,胜利大街,20089,18,3室2厅:130,True
阳光100国际新城E区,https://jn.ke.com/xiaoqu/4514916585556981/,4514916585556981,槐荫,阳光100区,15880,22,1室1厅:63.29,False
舜耕路14号,https://jn.ke.com/xiaoqu/458099401575848/,458099401575848,历下,千佛山,25596,10,2室1厅:68,False
经十路15743号,https://jn.ke.com/xiaoqu/458122899901562/,458122899901562,历下,文化东路,26122,8,3室2厅:101.16,True
金泰花园,https://jn.ke.com/xiaoqu/4511057908000/,4511057908000,历城,山大路,12361,8,3室1厅:116.46,True
永新里,https://jn.ke.com/xiaoqu/4511058754461/,4511058754461,市中,胜利大街,42687,7,2室0厅:49.78,False
天桥东街,https://jn.ke.com/xiaoqu/4511059302393/,4511059302393,天桥,北园大街,12311,17,2室1厅:62.37,False
千禧嘉园,https://jn.ke.com/xiaoqu/4511060011153/,4511060011153,市中,郎茂山,15471,14,2室2厅:102.66,False
六顺街,https://jn.ke.com/xiaoqu/457574338154954/,457574338154954,市中,经五路,15197,25,2室1厅:71.1,False
建筑新村南路27,https://jn.ke.com/xiaoqu/4511057873582/,4511057873582,历下,山大路,24226,12,2室2厅:83,False
名士阁,https://jn.ke.com/xiaoqu/4511100901461/,4511100901461,天桥,制锦市,22673,6,2室2厅:111.19,False
title,link,no,district,area,price,amount,layout,three
经五路,https://jn.ke.com/xiaoqu/4511810768957202/,4511810768957202,市中,大观园,20788,14,1室1厅:43,False
白马山啤酒厂宿舍,https://jn.ke.com/xiaoqu/457804880957016/,457804880957016,市中,白马山,11993,37,2室2厅:73.51,False
洪家楼南路21号,https://jn.ke.com/xiaoqu/4511057900814/,4511057900814,历城,山大路,21818,4,3室2厅:106.31,True
机车新村四街,https://jn.ke.com/xiaoqu/4511060067279/,4511060067279,槐荫,段店,12706,19,2室2厅:77.7,False
重汽嘉和苑,https://jn.ke.com/xiaoqu/4511060281375/,4511060281375,天桥,无影山,17373,5,2室1厅:94.37,False
华信西区,https://jn.ke.com/xiaoqu/4520029364696619/,4520029364696619,历城,七里河,15034,16,2室1厅:97.8,False
经十路17513号,https://jn.ke.com/xiaoqu/458961446391315/,458961446391315,历下,文化西路,29550,2,3室2厅:143,True
千佛山东路37号,https://jn.ke.com/xiaoqu/4511057880354/,4511057880354,历下,千佛山,28700,2,4室2厅:157.62,False
晨曦嘉园,https://jn.ke.com/xiaoqu/4511059473965/,4511059473965,高新,汉峪,27103,5,3室2厅:155.55,True
阳明山庄,https://jn.ke.com/xiaoqu/4511060503323/,4511060503323,市中,十六里河,21174,18,3室2厅:137.5,True
甸柳六区,https://jn.ke.com/xiaoqu/4511100918388/,4511100918388,历下,甸柳,29561,11,2室1厅:54,False
南辛苑,https://jn.ke.com/xiaoqu/4511650066034560/,4511650066034560,槐荫,南辛庄,14777,19,3室2厅:149,True
绿地新里城,https://jn.ke.com/xiaoqu/4520023574997940/,4520023574997940,市中,二环南路,15136,0,3室2厅:116,True
济钢新村中心区,https://jn.ke.com/xiaoqu/4520039024533158/,4520039024533158,历城,济钢,12332,31,2室1厅:76.38,False
济大路,https://jn.ke.com/xiaoqu/457012554126018/,457012554126018,市中,舜玉区,18012,11,1室1厅:26.75,False
建国小经六路,https://jn.ke.com/xiaoqu/458193082666430/,458193082666430,市中,胜利大街,21742,16,3室1厅:57.63,True
山东省新华书店宿舍,https://jn.ke.com/xiaoqu/4510297999371782/,4510297999371782,市中,胜利大街,37340,10,3室2厅:116.22,True
省中医院一宿舍,https://jn.ke.com/xiaoqu/4511057887100/,4511057887100,历下,环山,26794,4,2室0厅:52.12,False
济钢新村西区,https://jn.ke.com/xiaoqu/4511058338569/,4511058338569,历城,济钢,12652,31,1室1厅:49,False
三箭和平嘉园,https://jn.ke.com/xiaoqu/4520026936230297/,4520026936230297,槐荫,西市场,14018,9,2室1厅:64.7,False
梁庄南区,https://jn.ke.com/xiaoqu/457102985941054/,457102985941054,市中,二七新村,14621,30,2室2厅:78.42,False
建设路99-6号,https://jn.ke.com/xiaoqu/459755975496477/,459755975496477,市中,建设路,16670,6,3室1厅:92.79,True
绿地中央广场,https://jn.ke.com/xiaoqu/4511058392267/,4511058392267,槐荫,西客站,8278,17,1室1厅:49.32,False
大地锐城,https://jn.ke.com/xiaoqu/4511059096485/,4511059096485,历下,七里河,10200,0,,False
山景嘉园,https://jn.ke.com/xiaoqu/4511100769668/,4511100769668,市中,郎茂山,15740,10,2室2厅:101.81,False
丰泽家园,https://jn.ke.com/xiaoqu/457442449576540/,457442449576540,天桥,泺口,11584,14,3室1厅:99.85,True
青后小区五区,https://jn.ke.com/xiaoqu/458254151733686/,458254151733686,历下,青后,27436,2,2室2厅:86.5,False
经八路11号,https://jn.ke.com/xiaoqu/458323185258274/,458323185258274,市中,胜利大街,38223,9,3室0厅:84.43,True
山润家园,https://jn.ke.com/xiaoqu/4511057882730/,4511057882730,历下,环山,27176,2,,False
南圩门外街,https://jn.ke.com/xiaoqu/4511057900355/,4511057900355,历下,文化西路,23809,23,3室2厅:93.15,True
title,link,no,district,area,price,amount,layout,three
马鞍山路58号,https://jn.ke.com/xiaoqu/4512629683221158/,4512629683221158,市中,英雄山,34715,2,2室2厅:88.43,False
名都花园,https://jn.ke.com/xiaoqu/4520020601435662/,4520020601435662,市中,英雄山,33745,3,,False
水晶东座,https://jn.ke.com/xiaoqu/457172865141906/,457172865141906,高新,世纪大道,14510,5,2室2厅:86.12,False
省棉麻公司宿舍,https://jn.ke.com/xiaoqu/457575261425409/,457575261425409,历下,环山,25540,1,3室2厅:141.41,True
海那城洋房世家,https://jn.ke.com/xiaoqu/457643409165424/,457643409165424,槐荫,美里湖,10195,10,15室5厅:632.49,False
山东新华印刷厂一宿舍,https://jn.ke.com/xiaoqu/457918195061438/,457918195061438,市中,胜利大街,40491,8,3室0厅:62.19,True
燕子山西路44号,https://jn.ke.com/xiaoqu/458121745158158/,458121745158158,历下,燕山,23916,5,2室1厅:65.76,False
静居苑小区,https://jn.ke.com/xiaoqu/4510503273590253/,4510503273590253,历下,旅游路,22863,7,2室2厅:113.18,False
和平花园,https://jn.ke.com/xiaoqu/4511057893686/,4511057893686,历下,历东,19581,0,,False
张庄路247号,https://jn.ke.com/xiaoqu/4511058376484/,4511058376484,槐荫,匡山区,12562,14,2室2厅:86.68,False
