title,link,no,district,area,price,amount,layout,three 
title,link,no,district,area,price,amount,layout,three
山大路137号,https://jn.ke.com/xiaoqu/458802000449156/,458802000449156,历下,山大路,22049,2,,False
留学生创业园,https://jn.ke.com/xiaoqu/4510024251829466/,4510024251829466,历下,七里河,13603,8,3室2厅:102,True
经十一路2号,https://jn.ke.com/xiaoqu/4511057879139/,4511057879139,历下,千佛山,25570,1,3室1厅:93.25,True
七里堡西区,https://jn.ke.com/xiaoqu/4511057912740/,4511057912740,历城,洪家楼,14285,4,2室1厅:59.05,False
丁苑小区,https://jn.ke.com/xiaoqu/4511060449547/,4511060449547,槐荫,阳光100区,15510,9,3室2厅:129.2,True
历城区水利局宿舍,https://jn.ke.com/xiaoqu/4514127180320606/,4514127180320606,历城,洪家楼,16354,1,2室2厅:75.19,False
山东省外运宿舍,https://jn.ke.com/xiaoqu/4520020595124050/,4520020595124050,历下,七里河,17695,2,2室1厅:59.5,False
新城香溢华庭,https://jn.ke.com/xiaoqu/4520032121506629/,4520032121506629,历城,王舍人,12677,0,,False
舜和苑,https://jn.ke.com/xiaoqu/457421798134004/,457421798134004,历下,佛山街,22887,5,3室2厅:106.85,True
君逸悦城,https://jn.ke.com/xiaoqu/457576047596522/,457576047596522,天桥,馆驿街,12049,0,2室1厅:83,False
民族大街3号,https://jn.ke.com/xiaoqu/457959499517598/,457959499517598,市中,胜利大街,16476,20,2室1厅:50.67,False
纬一路209到243号,https://jn.ke.com/xiaoqu/458121053361138/,458121053361138,市中,南上山街,36432,9,3室2厅:98,True
玉函路46号,https://jn.ke.com/xiaoqu/458168831463360/,458168831463360,市中,舜玉区,19398,2,2室2厅:92.51,False
机一西厂路1号院,https://jn.ke.com/xiaoqu/458419134943897/,458419134943897,市中,白马山,12869,11,2室2厅:91.96,False
汽车厂东路23号院,https://jn.ke.com/xiaoqu/459664350925307/,459664350925307,天桥,长途汽车站,12695,1,1室1厅:35,False
七家村24号,https://jn.ke.com/xiaoqu/4511057840394/,4511057840394,历下,青后,26327,5,3室1厅:72,True
历山路48-2号,https://jn.ke.com/xiaoqu/4512095895646112/,4512095895646112,历下,山大路,25070,6,3室2厅:139.83,True
燕子山西路4号,https://jn.ke.com/xiaoqu/4514347361856657/,4514347361856657,历下,燕山,21149,4,2室0厅:44.94,False
解放路11号,https://jn.ke.com/xiaoqu/4514718970376509/,4514718970376509,历下,甸柳,25542,3,3室2厅:119.72,True
万科海右府,https://jn.ke.com/xiaoqu/4520020695802418/,4520020695802418,历城,还乡店,31363,0,,False
制锦市保安巷15号,https://jn.ke.com/xiaoqu/4520022390669176/,4520022390669176,市中,制锦市,16196,2,3室1厅:70.99,True
海尔绿城全运村玺园,https://jn.ke.com/xiaoqu/4520027127060384/,4520027127060384,历下,奥体中心,0,2,,False
辛甸花园卫生局宿舍,https://jn.ke.com/xiaoqu/4520027270805289/,4520027270805289,历城,祝甸,12856,7,3室2厅:50.32,True
诚心苑,https://jn.ke.com/xiaoqu/4520027794345870/,4520027794345870,槐荫,西市场,13964,8,2室1厅:65.8,False
花园路14号,https://jn.ke.com/xiaoqu/4520030844779927/,4520030844779927,历下,七里河,13673,1,2室2厅:83,False
明珠东南区,https://jn.ke.com/xiaoqu/4520035507706167/,4520035507706167,章丘,章丘市区,8010,9,3室2厅:121,True
黄金时代广场,https://jn.ke.com/xiaoqu/457420570512393/,457420570512393,历下,奥体中心,15736,4,,False
燕子山路2号院,https://jn.ke.com/xiaoqu/457489189064152/,457489189064152,历下,甸柳,30903,4,,False
世茂原山郡,https://jn.ke.com/xiaoqu/457642700854077/,457642700854077,市中,白马山,18477,5,4室2厅:143.62,False
山大南路93号,https://jn.ke.com/xiaoqu/457857163219578/,457857163219578,历下,山大路,21401,2,,False
title,link,no,district,area,price,amount,layout,three
翡翠清河东区,https://jn.ke.com/xiaoqu/4511059206373/,4511059206373,历城,还乡店,17423,15,2室2厅:95.65,False
板桥路10号,https://jn.ke.com/xiaoqu/4511059246896/,4511059246896,历城,全福区,13075,9,2室1厅:62.8,False
历山路100号,https://jn.ke.com/xiaoqu/457513388625120/,457513388625120,历下,历东,24502,9,3室0厅:52.88,True
历山路156号,https://jn.ke.com/xiaoqu/457574970183426/,457574970183426,历下,千佛山,31634,4,3室2厅:115.53,True
绿地玫瑰坊,https://jn.ke.com/xiaoqu/457577391344647/,457577391344647,槐荫,西市场,9570,3,2室1厅:71.8,False
永大明珠东山花园,https://jn.ke.com/xiaoqu/457642140650760/,457642140650760,章丘,章丘市区,8712,23,3室2厅:129,True
经十路18182号,https://jn.ke.com/xiaoqu/458254356730746/,458254356730746,历下,千佛山,33668,1,,False
七里山路26号,https://jn.ke.com/xiaoqu/458532928507699/,458532928507699,市中,七里山,17153,13,3室2厅:129.98,True
七里河,https://jn.ke.com/xiaoqu/4511058205059/,4511058205059,历城,七里河,16117,5,2室2厅:97.5,False
老屯小区,https://jn.ke.com/xiaoqu/4511058371723/,4511058371723,槐荫,匡山区,12307,14,2室2厅:55.61,False
北全福小区西区,https://jn.ke.com/xiaoqu/4511059282838/,4511059282838,历城,全福区,13659,50,2室2厅:78.74,False
鑫诚苑,https://jn.ke.com/xiaoqu/4511059499715/,4511059499715,历下,化纤厂路,16272,3,2室1厅:81.47,False
七里山南村二区,https://jn.ke.com/xiaoqu/4511100792372/,4511100792372,市中,七里山,13076,35,2室1厅:60.28,False
铁矿宿舍,https://jn.ke.com/xiaoqu/4520035294723106/,4520035294723106,历城,王舍人,12506,4,2室2厅:75.31,False
山水泉城南城,https://jn.ke.com/xiaoqu/457420614029927/,457420614029927,章丘,章丘大学城,8361,46,4室2厅:154,False
山大南路69-2号,https://jn.ke.com/xiaoqu/457483939107225/,457483939107225,历下,山大路,23273,4,2室1厅:60.09,False
山大路179号,https://jn.ke.com/xiaoqu/457739242721012/,457739242721012,历下,历东,23839,24,2室1厅:46.89,False
交校路10号,https://jn.ke.com/xiaoqu/457742138101949/,457742138101949,天桥,堤口路,12496,14,3室0厅:79.05,True
经十一路5号,https://jn.ke.com/xiaoqu/458174638740119/,458174638740119,历下,千佛山,28375,3,2室1厅:68.64,False
尚文轩,https://jn.ke.com/xiaoqu/459846470225610/,459846470225610,历下,山大路,30279,2,3室2厅:135,True
舜山苑,https://jn.ke.com/xiaoqu/4511057834028/,4511057834028,历下,佛山街,22919,7,3室1厅:68,True
怡苑新区,https://jn.ke.com/xiaoqu/4511059838888/,4511059838888,天桥,泺口,12368,5,3室2厅:91.94,True
公和街,https://jn.ke.com/xiaoqu/4511100851856/,4511100851856,市中,南上山街,34871,12,3室2厅:98.28,True
铁骑路49号,https://jn.ke.com/xiaoqu/4520021453013105/,4520021453013105,历城,康虹路,13956,22,2室1厅:53.23,False
燕山公馆,https://jn.ke.com/xiaoqu/457623086191596/,457623086191596,历下,燕山,24786,5,3室2厅:189.71,True
文化东路139号,https://jn.ke.com/xiaoqu/458125948113410/,458125948113410,历下,文化东路,23904,5,3室1厅:95.7,True
杆南西街,https://jn.ke.com/xiaoqu/458663670992557/,458663670992557,市中,胜利大街,19701,53,3室2厅:85,True
融基大厦,https://jn.ke.com/xiaoqu/458866408706800/,458866408706800,历城,山大路,11227,12,3室1厅:124.98,True
山大北路83号,https://jn.ke.com/xiaoqu/459687159026272/,459687159026272,历城,山大路,17922,3,2室1厅:70,False
三吉花园(历下区),https://jn.ke.com/xiaoqu/4511058184298/,4511058184298,历下,文化东路,27555,5,,False
title,link,no,district,area,price,amount,layout,three
北闸子,https://jn.ke.com/xiaoqu/4511059236889/,4511059236889,天桥,泺口,11304,19,1室1厅:39.01,False
河套庄25-1号,https://jn.ke.com/xiaoqu/4511059281400/,4511059281400,天桥,馆驿街,13432,14,2室2厅:108.24,False
玫瑰花园,https://jn.ke.com/xiaoqu/4511059485856/,4511059485856,历城,七里河,17842,2,3室2厅:152,True
荣盛时代国际,https://jn.ke.com/xiaoqu/456966346264949/,456966346264949,历城,全福区,10605,78,1室1厅:52.65,False
梁庄四街,https://jn.ke.com/xiaoqu/457103511540632/,457103511540632,市中,二七新村,14243,14,1室1厅:44.7,False
纬五路79号,https://jn.ke.com/xiaoqu/458054145560581/,458054145560581,市中,岔路街,20990,17,3室2厅:122,True
绿苑亚泰,https://jn.ke.com/xiaoqu/458168831462658/,458168831462658,历下,千佛山,33642,2,2室1厅:94.55,False
千佛山东路11号,https://jn.ke.com/xiaoqu/458417005285530/,458417005285530,历下,千佛山,30419,5,2室2厅:82.09,False
警官培训学院宿舍,https://jn.ke.com/xiaoqu/458504771621496/,458504771621496,历下,文化东路,28798,4,2室2厅:77.51,False
中建八局宿舍,https://jn.ke.com/xiaoqu/4510200963363755/,4510200963363755,历下,姚家,21389,1,3室1厅:90.32,True
千佛山东路39-1号,https://jn.ke.com/xiaoqu/4510846380504013/,4510846380504013,历下,千佛山,30790,4,3室2厅:100.8,True
济泺名都,https://jn.ke.com/xiaoqu/4511059264905/,4511059264905,天桥,泺口,14067,12,2室1厅:85.19,False
汇富苑小区,https://jn.ke.com/xiaoqu/4511059837773/,4511059837773,长清,长清大学城,8958,55,3室2厅:131.61,True
万盛街,https://jn.ke.com/xiaoqu/4511059895319/,4511059895319,天桥,堤口路,11864,18,2室1厅:57.98,False
济南师范学院宿舍,https://jn.ke.com/xiaoqu/4511100842866/,4511100842866,天桥,标山,13684,16,2室1厅:57.38,False
无影山路9号院,https://jn.ke.com/xiaoqu/4511100849009/,4511100849009,天桥,无影山,13374,22,2室2厅:86.36,False
贵都花园,https://jn.ke.com/xiaoqu/457098694381865/,457098694381865,市中,白马山,12875,42,2室1厅:55.37,False
地矿家园,https://jn.ke.com/xiaoqu/458119461884754/,458119461884754,历下,燕山,27627,4,6室3厅:303.94,False
制锦市朝阳街,https://jn.ke.com/xiaoqu/4511058724401/,4511058724401,历下,趵突泉,25432,6,3室2厅:105.6,True
汇富名仕居,https://jn.ke.com/xiaoqu/4511059828967/,4511059828967,长清,长清大学城,8809,27,3室2厅:70.35,True
省府前街1号院,https://jn.ke.com/xiaoqu/4511856330108202/,4511856330108202,历下,明湖区,24397,2,3室1厅:78.74,True
马鞍山路56号,https://jn.ke.com/xiaoqu/4512540585193002/,4512540585193002,市中,英雄山,35677,1,3室2厅:126.27,True
舜耕路9号,https://jn.ke.com/xiaoqu/4514009276576386/,4514009276576386,市中,舜玉区,18163,3,3室2厅:99.02,True
十亩园中街,https://jn.ke.com/xiaoqu/457147358793343/,457147358793343,历下,青后,27135,6,2室1厅:68.76,False
山师北街9号院,https://jn.ke.com/xiaoqu/457422671860589/,457422671860589,历下,文化东路,30672,3,2室0厅:45,False
纬八路,https://jn.ke.com/xiaoqu/457486062211224/,457486062211224,槐荫,省立医院,14749,29,2室1厅:61.53,False
王官庄十区,https://jn.ke.com/xiaoqu/457512049594246/,457512049594246,市中,白马山,13908,59,1室1厅:40.99,False
天城集团宿舍,https://jn.ke.com/xiaoqu/457513095548137/,457513095548137,天桥,无影山,11259,9,2室2厅:109.5,False
山东省造纸工业研究设计院,https://jn.ke.com/xiaoqu/459999216554396/,459999216554396,历城,七里河,13414,4,3室1厅:92,True
山大南路18-2,https://jn.ke.com/xiaoqu/4511057950283/,4511057950283,历城,山大路,17947,6,2室2厅:90,False
title,link,no,district,area,price,amount,layout,three
山东省测绘仪器检定站,https://jn.ke.com/xiaoqu/4510299392405532/,4510299392405532,历下,燕山,21140,3,,False
洪楼南路18号,https://jn.ke.com/xiaoqu/4510836473819003/,4510836473819003,历城,洪家楼,16125,1,1室1厅:45.7,False
茂岭花苑,https://jn.ke.com/xiaoqu/4511059932044/,4511059932044,历下,茂岭山,19277,5,3室2厅:135.85,True
现代逸城水泥厂宿舍,https://jn.ke.com/xiaoqu/4512761420804565/,4512761420804565,历下,姚家,20888,5,2室2厅:91,False
下河涯街2号,https://jn.ke.com/xiaoqu/4516002638710977/,4516002638710977,历下,青后,25184,4,2室1厅:72.53,False
八局小区,https://jn.ke.com/xiaoqu/4520033534475762/,4520033534475762,市中,二环南路,11763,38,2室2厅:76.53,False
和谐佳苑一区,https://jn.ke.com/xiaoqu/4520036860774371/,4520036860774371,槐荫,阳光100区,18822,0,,False
长汇园小区,https://jn.ke.com/xiaoqu/457104111848507/,457104111848507,市中,建设路,16274,8,3室2厅:125.36,True
实力小区,https://jn.ke.com/xiaoqu/457466243339034/,457466243339034,槐荫,世购,11828,10,3室2厅:112.16,True
电子学校宿舍,https://jn.ke.com/xiaoqu/457467869942622/,457467869942622,历下,燕山,27351,14,2室1厅:44.88,False
姚家西区,https://jn.ke.com/xiaoqu/457484076208428/,457484076208428,历下,姚家,20632,7,3室2厅:92.26,True
文化东路141号,https://jn.ke.com/xiaoqu/457741090575237/,457741090575237,历下,文化东路,22128,2,4室2厅:108.44,False
玉函路63-2号,https://jn.ke.com/xiaoqu/457857163219054/,457857163219054,市中,舜玉区,17212,5,,False
英雄山路256号,https://jn.ke.com/xiaoqu/457965655707467/,457965655707467,市中,十六里河,13211,8,3室2厅:110.11,True
科院路1号,https://jn.ke.com/xiaoqu/457990887853491/,457990887853491,历下,环山,27607,3,3室1厅:88.26,True
山大南路79号,https://jn.ke.com/xiaoqu/458053646700374/,458053646700374,历下,山大路,21907,3,2室1厅:62,False
长盛小区南区四区,https://jn.ke.com/xiaoqu/458054514659011/,458054514659011,历下,东关,17858,4,1室1厅:38.91,False
山大南路71号,https://jn.ke.com/xiaoqu/458054531435841/,458054531435841,历下,山大路,22578,4,2室0厅:56.98,False
岔路街17号,https://jn.ke.com/xiaoqu/458055442911887/,458055442911887,市中,岔路街,17973,3,3室2厅:103.91,True
凤凰山路25号,https://jn.ke.com/xiaoqu/458419328667437/,458419328667437,天桥,凤凰山,12194,13,2室0厅:54.32,False
历山路144号,https://jn.ke.com/xiaoqu/458533684531201/,458533684531201,历下,文化东路,27315,0,3室2厅:141,True
新龙科技园,https://jn.ke.com/xiaoqu/4510230969151586/,4510230969151586,历下,化纤厂路,16676,5,2室2厅:66.82,False
明德馨苑,https://jn.ke.com/xiaoqu/4511058226579/,4511058226579,历下,燕山,29667,3,,False
段店馨苑,https://jn.ke.com/xiaoqu/4511060032372/,4511060032372,槐荫,段店,8461,0,,False
山东省实验中学宿舍,https://jn.ke.com/xiaoqu/4512765579718797/,4512765579718797,市中,胜利大街,30763,1,,False
泰禾济南院子,https://jn.ke.com/xiaoqu/4520032848435942/,4520032848435942,历城,汉峪,0,0,,False
海亮院里,https://jn.ke.com/xiaoqu/456966400527423/,456966400527423,历城,济钢,15960,11,3室2厅:107.66,True
历山路62号,https://jn.ke.com/xiaoqu/457576047595619/,457576047595619,历下,山大路,23963,8,3室1厅:67,True
原山九号,https://jn.ke.com/xiaoqu/457641556071263/,457641556071263,历下,旅游路,35852,0,,False
历山路159号,https://jn.ke.com/xiaoqu/458163027333022/,458163027333022,历下,佛山街,22154,2,3室1厅:91.3,True
title,link,no,district,area,price,amount,layout,three
矿院路,https://jn.ke.com/xiaoqu/4511058391888/,4511058391888,天桥,堤口路,11674,6,2室0厅:54.31,False
工业北路,https://jn.ke.com/xiaoqu/4511059207340/,4511059207340,历城,还乡店,13162,13,1室1厅:36.7,False
清河园,https://jn.ke.com/xiaoqu/4511059208942/,4511059208942,历城,全福区,12619,14,2室2厅:81.83,False
乐康街,https://jn.ke.com/xiaoqu/4511059298589/,4511059298589,天桥,北园大街,13393,12,2室1厅:55.74,False
兴和苑,https://jn.ke.com/xiaoqu/4511060450458/,4511060450458,槐荫,阳光100区,13337,7,1室1厅:47.06,False
四建宿舍,https://jn.ke.com/xiaoqu/4511100843857/,4511100843857,天桥,堤口路,11777,14,2室0厅:45.29,False
解放路113号,https://jn.ke.com/xiaoqu/4512025478262428/,4512025478262428,历下,山大路,23574,0,3室1厅:62.77,True
重汽嘉盛苑,https://jn.ke.com/xiaoqu/4512239989649443/,4512239989649443,天桥,长途汽车站,18444,5,3室2厅:142.64,True
辛甸小区,https://jn.ke.com/xiaoqu/4512880413208018/,4512880413208018,历城,祝甸,15177,10,2室1厅:76.74,False
眼明泉小区,https://jn.ke.com/xiaoqu/4520035530782491/,4520035530782491,章丘,章丘市区,7380,2,2室2厅:94.3,False
金科东方博翠,https://jn.ke.com/xiaoqu/4520035693287347/,4520035693287347,历城,汉峪,0,0,,False
北坦北街87号院,https://jn.ke.com/xiaoqu/457507478065922/,457507478065922,天桥,馆驿街,14147,5,2室1厅:68.51,False
利农庄路27号,https://jn.ke.com/xiaoqu/457578304131661/,457578304131661,历下,山大路,22499,6,2室1厅:69.17,False
玉函路26号,https://jn.ke.com/xiaoqu/457915246726288/,457915246726288,市中,舜耕,20290,3,3室2厅:130,True
万寿路13-1号,https://jn.ke.com/xiaoqu/458148371387258/,458148371387258,市中,玉函,13559,9,3室2厅:100,True
窑头路7号,https://jn.ke.com/xiaoqu/4511058172749/,4511058172749,历下,姚家,17968,3,2室2厅:79.69,False
康城花园一区,https://jn.ke.com/xiaoqu/4511059885194/,4511059885194,天桥,火车站,11364,0,,False
燕子山小区东路11-1号,https://jn.ke.com/xiaoqu/4511100908355/,4511100908355,历下,文化东路,23750,3,,False
民生庄152号,https://jn.ke.com/xiaoqu/4511539318058446/,4511539318058446,市中,岔路街,14172,15,3室0厅:55,True
嘉馨商务大厦,https://jn.ke.com/xiaoqu/4513266220495647/,4513266220495647,历城,山大路,10864,20,,False
花园路182号,https://jn.ke.com/xiaoqu/4516980275376864/,4516980275376864,历下,山大路,16977,5,3室1厅:76.12,True
绿地柏仕晶舍,https://jn.ke.com/xiaoqu/4520023574998632/,4520023574998632,历下,旅游路,0,0,,False
山大南路89号,https://jn.ke.com/xiaoqu/4520031572713706/,4520031572713706,历下,山大路,22265,1,2室1厅:64.77,False
港基滨河华庭,https://jn.ke.com/xiaoqu/4520035327237456/,4520035327237456,长清,长清,8833,16,2室2厅:93.51,False
眼明泉小区南区,https://jn.ke.com/xiaoqu/4520035503507753/,4520035503507753,章丘,章丘市区,7676,9,3室2厅:120,True
斜马路,https://jn.ke.com/xiaoqu/457425114256093/,457425114256093,市中,经五路,40342,2,1室1厅:40.19,False
欣欣花园,https://jn.ke.com/xiaoqu/457538114572103/,457538114572103,槐荫,和谐广场,18701,5,,False
五院单位宿舍,https://jn.ke.com/xiaoqu/457578881109548/,457578881109548,槐荫,儿童医院,15749,0,1室2厅:41.78,False
霞侣市街94号,https://jn.ke.com/xiaoqu/458010689686669/,458010689686669,历下,大明湖站,17739,9,2室1厅:50.69,False
胜利大街5号,https://jn.ke.com/xiaoqu/458236625047431/,458236625047431,市中,胜利大街,38062,1,,False
title,link,no,district,area,price,amount,layout,three
花园路100号,https://jn.ke.com/xiaoqu/4513923155740858/,4513923155740858,历城,洪家楼,17353,2,3室0厅:57.56,True
汇中居沁东园,https://jn.ke.com/xiaoqu/4514056696065751/,4514056696065751,历下,旅游路,32471,1,,False
历下检察院仁合庄宿舍,https://jn.ke.com/xiaoqu/4520027247749001/,4520027247749001,历下,燕山,25157,4,,False
经十一路66号,https://jn.ke.com/xiaoqu/4520053343318512/,4520053343318512,市中,英雄山,32224,2,5室3厅:164.29,False
三里庄东街98号,https://jn.ke.com/xiaoqu/457462437007755/,457462437007755,市中,大观园,38324,3,2室1厅:65.64,False
土屋路19号,https://jn.ke.com/xiaoqu/457485262410448/,457485262410448,市中,玉函,16617,9,3室1厅:73,True
齐鲁工业大学三宿舍,https://jn.ke.com/xiaoqu/458141183922856/,458141183922856,历城,洪家楼,19976,6,2室1厅:62.36,False
西十里河东街99号,https://jn.ke.com/xiaoqu/458170449153872/,458170449153872,市中,阳光100区,14234,5,3室2厅:107.42,True
山大南路18-3号,https://jn.ke.com/xiaoqu/458300899085386/,458300899085386,历城,山大路,16011,5,2室2厅:98.82,False
南辛庄中街南巷8号,https://jn.ke.com/xiaoqu/458326154825567/,458326154825567,槐荫,南辛庄,13512,11,3室1厅:72.76,True
水泥厂宿舍,https://jn.ke.com/xiaoqu/458783001038519/,458783001038519,市中,十六里河,13521,19,2室1厅:63.11,False
英雄山路267号,https://jn.ke.com/xiaoqu/458865931604371/,458865931604371,市中,十六里河,16117,5,3室2厅:100.39,True
嘉恒商务大厦,https://jn.ke.com/xiaoqu/459096170844569/,459096170844569,历城,七里河,9120,13,3室1厅:165.53,True
制锦市铜元局前街32号,https://jn.ke.com/xiaoqu/4510367811988910/,4510367811988910,天桥,制锦市,19935,0,2室0厅:53.45,False
胜利庄30号,https://jn.ke.com/xiaoqu/4510456733855998/,4510456733855998,天桥,堤口路,10758,3,,False
泺安路10,https://jn.ke.com/xiaoqu/4511059291203/,4511059291203,天桥,泺口,11139,6,2室2厅:93.4,False
鸣泉嘉园,https://jn.ke.com/xiaoqu/4511059810273/,4511059810273,长清,长清,8102,22,3室2厅:116,True
洛南一街,https://jn.ke.com/xiaoqu/4511100835386/,4511100835386,天桥,泺口,13747,2,1室1厅:51.77,False
电信局宿舍,https://jn.ke.com/xiaoqu/4511100854831/,4511100854831,天桥,长途汽车站,12953,3,2室0厅:50.49,False
民族大街5号,https://jn.ke.com/xiaoqu/4511335327296675/,4511335327296675,市中,胜利大街,16146,9,2室1厅:46.1,False
土屋路29-2号,https://jn.ke.com/xiaoqu/4512580613796550/,4512580613796550,市中,玉函,15150,5,2室2厅:82.27,False
舜苑小区,https://jn.ke.com/xiaoqu/4512717388739030/,4512717388739030,市中,阳光舜城,28378,0,,False
浆水泉路20号,https://jn.ke.com/xiaoqu/4514848283651210/,4514848283651210,历下,浆水泉区,24184,2,2室2厅:68.8,False
洪家楼南路17-2号,https://jn.ke.com/xiaoqu/4514961129852183/,4514961129852183,历城,山大路,17503,3,3室2厅:108.19,True
大董家庄47号,https://jn.ke.com/xiaoqu/4517630927031174/,4517630927031174,天桥,大明湖站,15393,10,2室1厅:68,False
东青龙街172号,https://jn.ke.com/xiaoqu/4520020399010954/,4520020399010954,历下,青后,21497,1,,False
历山路48-3号,https://jn.ke.com/xiaoqu/4520021029292743/,4520021029292743,历下,山大路,20727,6,,False
山大北路85号,https://jn.ke.com/xiaoqu/4520023092385401/,4520023092385401,历城,山大路,16196,0,3室1厅:79.5,True
槐苑欣城,https://jn.ke.com/xiaoqu/4520023093435687/,4520023093435687,槐荫,营市街,11736,0,,False
平安山庄,https://jn.ke.com/xiaoqu/4520037563462958/,4520037563462958,长清,长清,6671,15,3室2厅:70,True
title,link,no,district,area,price,amount,layout,three
制锦市乐安街,https://jn.ke.com/xiaoqu/457626121818496/,457626121818496,天桥,制锦市,16537,8,3室1厅:78.8,True
菜市庄100号,https://jn.ke.com/xiaoqu/458098538336204/,458098538336204,历下,大明湖站,18585,11,2室1厅:74,False
燕东新路7号,https://jn.ke.com/xiaoqu/458463400841652/,458463400841652,历下,燕山,18060,4,2室1厅:71.14,False
千佛山东路17号,https://jn.ke.com/xiaoqu/459024207860024/,459024207860024,历下,千佛山,29750,3,3室2厅:95.53,True
东舍坊街118,https://jn.ke.com/xiaoqu/4511057828099/,4511057828099,历下,佛山街,24308,6,3室1厅:88.01,True
西工商河路,https://jn.ke.com/xiaoqu/4511058578517/,4511058578517,天桥,标山,12150,11,2室0厅:33.94,False
龙力天润苑,https://jn.ke.com/xiaoqu/4511060011018/,4511060011018,市中,郎茂山,18110,8,2室2厅:120.74,False
龙湖天璞,https://jn.ke.com/xiaoqu/4520035134115111/,4520035134115111,历下,茂岭山,0,0,,False
南辛庄中街,https://jn.ke.com/xiaoqu/457438029829002/,457438029829002,槐荫,南辛庄,14175,14,3室2厅:88,True
东城花苑,https://jn.ke.com/xiaoqu/457619263082589/,457619263082589,章丘,章丘市区,10408,16,2室2厅:82.18,False
鸿苑雅士园,https://jn.ke.com/xiaoqu/458056085425858/,458056085425858,历下,山大路,23275,2,2室1厅:99,False
南郊热电厂宿舍,https://jn.ke.com/xiaoqu/458163027332949/,458163027332949,市中,二七新村,14710,4,2室2厅:101.87,False
益寿路,https://jn.ke.com/xiaoqu/458810229936173/,458810229936173,历下,山大路,29223,7,1室1厅:41.8,False
千佛山南路8号院,https://jn.ke.com/xiaoqu/459046032134147/,459046032134147,历下,千佛山,23223,3,3室2厅:110.5,True
济南名士花园,https://jn.ke.com/xiaoqu/4510344016916617/,4510344016916617,槐荫,世购,14594,11,4室2厅:191.59,False
将军花园,https://jn.ke.com/xiaoqu/4511059255305/,4511059255305,历城,还乡店,14718,15,2室1厅:65,False
三角线街,https://jn.ke.com/xiaoqu/4511059882767/,4511059882767,天桥,堤口路,11488,30,2室1厅:75.37,False
山东大学老校第四宿舍,https://jn.ke.com/xiaoqu/4512557198306678/,4512557198306678,历城,洪家楼,19586,8,2室1厅:58.91,False
黄台南路46号,https://jn.ke.com/xiaoqu/4520023870848672/,4520023870848672,历下,花园路,18338,27,3室1厅:90.48,True
万科大都会,https://jn.ke.com/xiaoqu/4520031398629745/,4520031398629745,历下,姚家,18799,4,,False
陈庄东街,https://jn.ke.com/xiaoqu/457098775645420/,457098775645420,市中,二七新村,13387,6,2室1厅:72.38,False
建设路22号,https://jn.ke.com/xiaoqu/457420093148548/,457420093148548,市中,二七新村,17089,7,3室2厅:112.2,True
山大路182号,https://jn.ke.com/xiaoqu/457488157790338/,457488157790338,历下,甸柳,26183,4,2室1厅:40.44,False
山东省疾病预防控制中心培训中心,https://jn.ke.com/xiaoqu/457857163219516/,457857163219516,历下,千佛山,29233,0,3室1厅:87,True
槐兴家园,https://jn.ke.com/xiaoqu/458009506108387/,458009506108387,槐荫,阳光100区,13058,6,2室2厅:76.8,False
爱特公寓,https://jn.ke.com/xiaoqu/458300770635861/,458300770635861,历城,山大路,15761,23,1室1厅:48.22,False
解放路1号,https://jn.ke.com/xiaoqu/458626471711491/,458626471711491,历下,甸柳,26553,2,2室1厅:48.74,False
华信路15-1号,https://jn.ke.com/xiaoqu/4510609780600292/,4510609780600292,历下,七里河,14601,10,2室1厅:104.93,False
历山路154,https://jn.ke.com/xiaoqu/4511057879344/,4511057879344,历下,千佛山,27783,1,2室1厅:62.24,False
明月华庭,https://jn.ke.com/xiaoqu/4511057948741/,4511057948741,历下,环山,25714,4,,False
title,link,no,district,area,price,amount,layout,three
历山名郡商务港C11,https://jn.ke.com/xiaoqu/457463456223329/,457463456223329,历下,文化西路,16871,5,1室1厅:42,False
新世纪清华园,https://jn.ke.com/xiaoqu/457626017747312/,457626017747312,章丘,章丘市区,9791,4,3室2厅:108.65,True
千佛山东路39号,https://jn.ke.com/xiaoqu/457937332882539/,457937332882539,历下,千佛山,26496,0,,False
郎茂山路6-1号,https://jn.ke.com/xiaoqu/458371152367542/,458371152367542,市中,郎茂山,13959,1,2室2厅:107.79,False
英雄山路155-2号,https://jn.ke.com/xiaoqu/458556198244378/,458556198244378,市中,七里山,19843,11,3室2厅:157.75,True
蓝天航空苑,https://jn.ke.com/xiaoqu/458708557386481/,458708557386481,历下,旅游路,20485,0,,False
洪家楼南路46-1号,https://jn.ke.com/xiaoqu/458735851032192/,458735851032192,历城,洪家楼,19683,7,1室1厅:46.6,False
科院路11号,https://jn.ke.com/xiaoqu/459028180127093/,459028180127093,历下,环山,28191,3,3室1厅:84.26,True
舜爱苑,https://jn.ke.com/xiaoqu/4511057832660/,4511057832660,历下,佛山街,22228,7,2室2厅:61.33,False
山东财经大学南新区教工宿舍,https://jn.ke.com/xiaoqu/4511058224825/,4511058224825,历下,燕山,16544,0,,False
祝甸东方花园,https://jn.ke.com/xiaoqu/4511059110364/,4511059110364,历城,祝甸,13724,0,,False
北园大街,https://jn.ke.com/xiaoqu/4511059292554/,4511059292554,历城,全福区,12271,5,2室2厅:61.08,False
幸福柳小区,https://jn.ke.com/xiaoqu/4511059659591/,4511059659591,历城,还乡店,9673,0,,False
